ID,Item_ID,Datetime,Category_3,Category_2,Category_1,Price,Number_Of_Sales
30837_20140102,30837,02-01-2014,0,3,269,0.042,412
30248_20140102,30248,02-01-2014,0,4,269,0.03,129
31054_20140102,31054,02-01-2014,0,2,307,0.032,366
29768_20140102,29768,02-01-2014,0,1,388,0.111,66
29926_20140102,29926,02-01-2014,0,2,388,0.054,116
29927_20140102,29927,02-01-2014,0,3,388,0.076,41
30194_20140102,30194,02-01-2014,0,4,388,0.07,12
30138_20140102,30138,02-01-2014,0,2,248,0.46,392
31153_20140102,31153,02-01-2014,0,1,308,0.186,9
30867_20140102,30867,02-01-2014,0,2,308,0.037,1268
30930_20140102,30930,02-01-2014,0,3,308,0.044,212
30309_20140102,30309,02-01-2014,0,3,314,0.235,173
30299_20140102,30299,02-01-2014,0,2,324,0.076,787
30493_20140102,30493,02-01-2014,0,5,388,0.056,14
30181_20140102,30181,02-01-2014,0,1,388,0.155,58
30762_20140102,30762,02-01-2014,0,2,388,0.096,294
30747_20140102,30747,02-01-2014,0,3,388,0.089,86
30364_20140102,30364,02-01-2014,0,4,388,0.094,12
29948_20140102,29948,02-01-2014,0,3,48,7.32,12
30219_20140102,30219,02-01-2014,0,1,61,5.266,85
31100_20140102,31100,02-01-2014,0,3,61,4.616,93
31303_20140102,31303,02-01-2014,0,1,113,1.303,814
30401_20140102,30401,02-01-2014,0,5,144,0.078,10
31171_20140102,31171,02-01-2014,0,1,144,0.135,96
29972_20140102,29972,02-01-2014,0,4,144,0.07,24
31356_20140102,31356,02-01-2014,0,2,193,0.033,659
30455_20140102,30455,02-01-2014,0,1,35,0.539,808
31347_20140102,31347,02-01-2014,0,2,35,0.405,281
29920_20140102,29920,02-01-2014,0,3,35,0.427,966
30657_20140102,30657,02-01-2014,0,2,46,0.408,218
31011_20140102,31011,02-01-2014,0,3,46,0.972,75
29810_20140102,29810,02-01-2014,0,4,46,0.481,140
30691_20140102,30691,02-01-2014,0,3,52,0.744,2625
30230_20140102,30230,02-01-2014,0,2,160,5.071,85
30537_20140102,30537,02-01-2014,0,3,160,6.662,63
30502_20140102,30502,02-01-2014,0,5,239,4.438,60
30877_20140102,30877,02-01-2014,0,1,239,25.152,4
30530_20140102,30530,02-01-2014,0,2,239,5.227,260
30324_20140102,30324,02-01-2014,0,3,239,11.484,35
30433_20140102,30433,02-01-2014,0,4,239,4.805,17
30712_20140102,30712,02-01-2014,0,5,388,1.013,20
30577_20140102,30577,02-01-2014,0,1,388,2.053,30
30292_20140102,30292,02-01-2014,0,2,388,0.732,74
31282_20140102,31282,02-01-2014,0,3,388,1.3,48
31008_20140102,31008,02-01-2014,0,5,17,30.301,26
31114_20140102,31114,02-01-2014,0,5,105,0.219,51
30434_20140102,30434,02-01-2014,0,1,105,8.345,2
30252_20140102,30252,02-01-2014,0,2,105,0.254,201
30697_20140102,30697,02-01-2014,0,4,105,0.326,33
30240_20140102,30240,02-01-2014,0,2,124,0.1,1338
30247_20140102,30247,02-01-2014,0,3,124,0.119,442
30293_20140102,30293,02-01-2014,0,3,196,0.479,318
29667_20140102,29667,02-01-2014,0,2,221,1.073,51
31093_20140102,31093,02-01-2014,0,2,367,0.187,268
30290_20140102,30290,02-01-2014,0,3,367,0.39,83
31149_20140102,31149,02-01-2014,0,2,381,0.299,193
30664_20140102,30664,02-01-2014,0,3,381,1.832,91
30246_20140102,30246,02-01-2014,0,4,381,0.363,78
30298_20140102,30298,02-01-2014,0,1,410,12.271,54
30088_20140102,30088,02-01-2014,0,3,6,0.216,32
30776_20140102,30776,02-01-2014,0,3,61,0.177,116
31352_20140102,31352,02-01-2014,0,5,257,0.052,21
31073_20140102,31073,02-01-2014,0,1,257,1.655,2
30156_20140102,30156,02-01-2014,0,3,257,0.109,29
30545_20140102,30545,02-01-2014,0,4,257,0.068,26
29806_20140102,29806,02-01-2014,0,2,367,0.041,444
31254_20140102,31254,02-01-2014,0,2,54,0.331,34
30841_20140102,30841,02-01-2014,0,1,217,0.112,225
30840_20140102,30840,02-01-2014,0,3,217,0.167,22
30022_20140102,30022,02-01-2014,0,1,310,0.317,6
31080_20140102,31080,02-01-2014,0,2,310,0.047,475
30301_20140102,30301,02-01-2014,0,1,7,0.579,556
31229_20140102,31229,02-01-2014,0,5,14,0.03,170
30667_20140102,30667,02-01-2014,0,1,14,0.526,27
30341_20140102,30341,02-01-2014,0,3,159,0.033,108
30423_20140102,30423,02-01-2014,0,3,250,0.197,35
30312_20140102,30312,02-01-2014,0,2,328,0.107,703
29843_20140102,29843,02-01-2014,0,3,328,0.11,672
30916_20140102,30916,02-01-2014,0,5,250,0.058,26
30928_20140102,30928,02-01-2014,0,3,250,0.124,185
30474_20140102,30474,02-01-2014,0,3,300,0.954,196
30900_20140102,30900,02-01-2014,0,5,309,0.038,120
30483_20140102,30483,02-01-2014,0,3,309,0.096,85
30404_20140102,30404,02-01-2014,0,4,309,0.065,108
29748_20140102,29748,02-01-2014,0,1,61,0.387,114
30084_20140102,30084,02-01-2014,0,3,61,0.228,381
30357_20140102,30357,02-01-2014,0,2,133,0.036,442
29751_20140102,29751,02-01-2014,0,3,133,0.04,138
31310_20140102,31310,02-01-2014,0,1,270,0.238,27
31043_20140102,31043,02-01-2014,0,5,277,0.03,144
30742_20140102,30742,02-01-2014,0,1,277,0.209,5
30061_20140102,30061,02-01-2014,0,2,277,0.03,1485
31091_20140102,31091,02-01-2014,0,4,277,0.03,44
29762_20140102,29762,02-01-2014,0,1,310,0.265,3
29683_20140102,29683,02-01-2014,0,2,310,0.03,754
30970_20140102,30970,02-01-2014,0,3,310,0.035,222
31183_20140102,31183,02-01-2014,0,4,310,0.03,62
30237_20140102,30237,02-01-2014,0,3,357,0.086,1153
30627_20140102,30627,02-01-2014,0,5,395,0.033,123
30136_20140102,30136,02-01-2014,0,3,395,0.045,172
30147_20140102,30147,02-01-2014,0,,0,0.151,16284
29738_20140102,29738,02-01-2014,0,2,6,2.547,49
30002_20140102,30002,02-01-2014,0,5,150,0.203,31
31048_20140102,31048,02-01-2014,0,2,150,0.179,380
30351_20140102,30351,02-01-2014,0,4,150,0.39,36
30140_20140102,30140,02-01-2014,0,3,316,8.612,4
30445_20140102,30445,02-01-2014,0,1,46,0.789,13
30390_20140102,30390,02-01-2014,0,3,46,0.06,246
30673_20140102,30673,02-01-2014,0,4,46,0.042,342
31032_20140102,31032,02-01-2014,0,2,161,0.126,474
31113_20140102,31113,02-01-2014,0,3,172,0.124,695
30899_20140102,30899,02-01-2014,0,2,242,4.987,32
30185_20140102,30185,02-01-2014,0,5,310,0.031,162
30243_20140102,30243,02-01-2014,0,1,310,0.519,7
31230_20140102,31230,02-01-2014,0,2,16,0.143,202
30023_20140102,30023,02-01-2014,0,3,16,0.202,54
30642_20140102,30642,02-01-2014,0,4,16,0.275,11
29857_20140102,29857,02-01-2014,0,3,34,0.765,246
30159_20140102,30159,02-01-2014,0,5,313,0.033,82
29984_20140102,29984,02-01-2014,0,2,313,0.04,363
30160_20140102,30160,02-01-2014,0,3,313,0.052,484
30734_20140102,30734,02-01-2014,0,4,313,0.043,138
31072_20140102,31072,02-01-2014,0,1,355,1.668,19
29912_20140102,29912,02-01-2014,0,5,48,0.186,23
30295_20140102,30295,02-01-2014,0,3,48,0.534,92
31321_20140102,31321,02-01-2014,0,5,236,0.061,7
31333_20140102,31333,02-01-2014,0,1,236,0.184,136
30774_20140102,30774,02-01-2014,0,4,236,0.067,5
29797_20140102,29797,02-01-2014,0,4,306,0.151,30
31124_20140102,31124,02-01-2014,0,5,309,0.03,76
30672_20140102,30672,02-01-2014,0,1,382,0.133,6
31168_20140102,31168,02-01-2014,0,2,382,0.03,1340
30909_20140102,30909,02-01-2014,0,3,382,0.032,207
29686_20140102,29686,02-01-2014,0,4,382,0.03,138
30363_20140102,30363,02-01-2014,0,1,398,0.228,227
30768_20140102,30768,02-01-2014,0,3,63,0.221,48
29696_20140102,29696,02-01-2014,0,5,83,0.036,160
30032_20140102,30032,02-01-2014,0,1,83,0.374,8
31340_20140102,31340,02-01-2014,0,3,83,0.037,81
29956_20140102,29956,02-01-2014,0,4,83,0.036,49
30775_20140102,30775,02-01-2014,0,1,118,1.788,96
30708_20140102,30708,02-01-2014,0,5,311,0.035,136
30884_20140102,30884,02-01-2014,0,1,7,0.239,103
30752_20140102,30752,02-01-2014,0,1,95,2.292,6
30574_20140102,30574,02-01-2014,0,2,95,0.26,54
29661_20140102,29661,02-01-2014,0,2,379,0.121,895
31104_20140102,31104,02-01-2014,0,3,379,0.149,255
29971_20140102,29971,02-01-2014,0,4,399,0.061,96
30098_20140102,30098,02-01-2014,0,5,400,0.033,188
30270_20140102,30270,02-01-2014,0,2,400,0.042,1107
30128_20140102,30128,02-01-2014,0,1,4,1.602,168
30055_20140102,30055,02-01-2014,0,5,39,0.036,288
30792_20140102,30792,02-01-2014,0,4,39,0.07,134
29744_20140102,29744,02-01-2014,0,1,215,3.74,2
30463_20140102,30463,02-01-2014,0,2,215,0.074,166
30462_20140102,30462,02-01-2014,0,2,375,0.165,238
31224_20140102,31224,02-01-2014,0,1,6,0.262,80
31135_20140102,31135,02-01-2014,0,1,141,0.793,82
29998_20140102,29998,02-01-2014,0,3,248,0.461,104
30647_20140102,30647,02-01-2014,0,5,332,0.05,26
29833_20140102,29833,02-01-2014,0,4,332,0.071,10
30977_20140102,30977,02-01-2014,0,2,362,5.113,66
30436_20140102,30436,02-01-2014,0,2,307,8.588,3
31082_20140102,31082,02-01-2014,0,3,79,0.711,4
31276_20140102,31276,02-01-2014,0,2,80,2.453,3
30741_20140102,30741,02-01-2014,0,2,385,12.075,2
31096_20140102,31096,02-01-2014,0,2,79,0.397,32
30153_20140102,30153,02-01-2014,0,3,83,0.604,3
29913_20140102,29913,02-01-2014,0,2,134,0.384,12
29706_20140102,29706,02-01-2014,0,2,250,1.499,1
30073_20140102,30073,02-01-2014,0,4,269,0.674,1
30636_20140102,30636,02-01-2014,0,2,307,0.256,7
30001_20140102,30001,02-01-2014,0,3,174,0.575,8
30283_20140102,30283,02-01-2014,0,3,381,23.99,2
30564_20140102,30564,02-01-2014,0,3,257,1.79,2
30184_20140102,30184,02-01-2014,0,3,250,1.814,2
29765_20140102,29765,02-01-2014,0,2,309,0.335,8
31144_20140102,31144,02-01-2014,0,5,270,0.245,1
30946_20140102,30946,02-01-2014,0,2,277,0.236,8
31245_20140102,31245,02-01-2014,0,5,310,0.114,1
31014_20140102,31014,02-01-2014,0,2,310,0.452,9
30146_20140102,30146,02-01-2014,0,3,16,3.07,2
30382_20140102,30382,02-01-2014,0,2,313,0.566,9
30714_20140102,30714,02-01-2014,0,3,313,1.1,1
30824_20140102,30824,02-01-2014,0,5,382,0.398,6
29786_20140102,29786,02-01-2014,0,2,382,0.243,5
30328_20140102,30328,02-01-2014,0,1,63,5,1
29803_20140102,29803,02-01-2014,0,3,95,7.279,1
30420_20140102,30420,02-01-2014,0,4,375,2.346,1
30677_20140102,30677,02-01-2014,0,2,388,0.825,2
30196_20140102,30196,02-01-2014,0,2,381,0.633,6
31161_20140102,31161,02-01-2014,1,4,67,44.499,8
31140_20140102,31140,02-01-2014,1,2,291,37.734,30
29743_20140102,29743,02-01-2014,1,1,403,1.533,302
30872_20140102,30872,02-01-2014,1,1,207,45.804,14
30350_20140102,30350,02-01-2014,1,2,294,76.519,11
31328_20140102,31328,02-01-2014,1,3,294,114.808,5
31112_20140102,31112,02-01-2014,1,1,197,3.129,103
30130_20140102,30130,02-01-2014,1,2,197,2.4,32
29882_20140102,29882,02-01-2014,1,3,197,2.253,124
29815_20140102,29815,02-01-2014,1,2,314,1.059,167
30446_20140102,30446,02-01-2014,1,3,324,1.555,46
29714_20140102,29714,02-01-2014,1,2,211,0.584,106
30621_20140102,30621,02-01-2014,1,3,35,5.755,148
30761_20140102,30761,02-01-2014,1,5,124,1.905,84
30188_20140102,30188,02-01-2014,1,2,124,1.939,324
30362_20140102,30362,02-01-2014,1,3,124,3.155,114
29761_20140102,29761,02-01-2014,1,3,410,73.874,4
30512_20140102,30512,02-01-2014,1,1,216,0.503,195
31070_20140102,31070,02-01-2014,1,3,328,0.641,151
30640_20140102,30640,02-01-2014,1,1,300,3.549,40
31181_20140102,31181,02-01-2014,1,1,34,10.296,42
30265_20140102,30265,02-01-2014,1,3,76,1.393,85
31088_20140102,31088,02-01-2014,1,2,398,1.052,55
29727_20140102,29727,02-01-2014,1,2,90,1.12,106
30258_20140102,30258,02-01-2014,1,5,379,0.487,59
31225_20140102,31225,02-01-2014,1,2,379,0.622,530
30201_20140102,30201,02-01-2014,1,2,399,0.445,152
30221_20140102,30221,02-01-2014,1,3,399,0.855,44
29721_20140102,29721,02-01-2014,1,3,248,2.972,11
31373_20140102,31373,02-01-2014,1,3,45,0.775,102
30202_20140102,30202,02-01-2014,0,5,13,0.03,50
30432_20140102,30432,02-01-2014,0,3,13,0.03,510
29747_20140102,29747,02-01-2014,0,4,13,0.034,60
29997_20140102,29997,02-01-2014,0,3,48,0.247,13
29910_20140102,29910,02-01-2014,0,5,159,0.03,41
31064_20140102,31064,02-01-2014,0,1,159,0.18,9
31039_20140102,31039,02-01-2014,0,2,159,0.03,668
30905_20140102,30905,02-01-2014,0,3,159,0.323,96
30855_20140102,30855,02-01-2014,0,4,159,0.032,96
30917_20140102,30917,02-01-2014,0,1,254,0.412,75
30288_20140102,30288,02-01-2014,0,1,293,0.874,32
29789_20140102,29789,02-01-2014,0,2,293,0.22,24
29788_20140102,29788,02-01-2014,0,3,293,0.547,36
30048_20140102,30048,02-01-2014,0,4,293,0.206,1
31363_20140102,31363,02-01-2014,0,5,388,0.082,13
30027_20140102,30027,02-01-2014,0,2,388,0.074,68
31334_20140102,31334,02-01-2014,0,4,388,0.095,5
30137_20140102,30137,02-01-2014,0,3,45,0.07,511
30494_20140102,30494,02-01-2014,0,1,62,0.621,12
31025_20140102,31025,02-01-2014,0,2,62,0.058,480
30929_20140102,30929,02-01-2014,0,3,62,0.084,137
30004_20140102,30004,02-01-2014,0,2,125,0.274,155
30306_20140102,30306,02-01-2014,0,2,161,0.171,133
30563_20140102,30563,02-01-2014,0,4,161,0.173,38
30402_20140102,30402,02-01-2014,0,1,381,0.963,18
30303_20140102,30303,02-01-2014,0,2,381,0.039,524
29821_20140102,29821,02-01-2014,0,3,381,0.054,206
30874_20140102,30874,02-01-2014,0,5,133,0.349,48
29897_20140102,29897,02-01-2014,0,2,133,0.323,175
30886_20140102,30886,02-01-2014,0,3,133,0.596,300
30162_20140102,30162,02-01-2014,0,4,133,0.389,90
29671_20140102,29671,02-01-2014,0,1,236,2.433,74
30407_20140102,30407,02-01-2014,0,2,236,0.871,58
30889_20140102,30889,02-01-2014,0,3,236,1.376,55
31374_20140102,31374,02-01-2014,0,4,236,1.454,6
31211_20140102,31211,02-01-2014,0,3,256,1.256,394
30347_20140102,30347,02-01-2014,0,,0,2.666,490
29662_20140102,29662,02-01-2014,0,,0,1.598,37546
31051_20140102,31051,02-01-2014,0,1,39,0.416,6
29952_20140102,29952,02-01-2014,0,3,39,0.051,210
30720_20140102,30720,02-01-2014,0,4,39,0.033,51
30168_20140102,30168,02-01-2014,0,5,40,0.072,19
30232_20140102,30232,02-01-2014,0,2,40,0.075,158
30078_20140102,30078,02-01-2014,0,3,40,0.222,212
30570_20140102,30570,02-01-2014,0,4,40,0.119,78
30300_20140102,30300,02-01-2014,0,5,60,0.118,16
31216_20140102,31216,02-01-2014,0,2,60,0.165,78
30143_20140102,30143,02-01-2014,0,4,60,0.19,12
30936_20140102,30936,02-01-2014,0,2,152,0.037,454
30495_20140103,30495,03-01-2014,0,2,90,154.146,6
30375_20140103,30375,03-01-2014,0,2,307,64.029,3
30011_20140103,30011,03-01-2014,0,3,67,216.416,2
30864_20140103,30864,03-01-2014,0,2,315,188.397,2
30120_20140103,30120,03-01-2014,1,2,67,345.909,1
30927_20140103,30927,03-01-2014,0,1,38,4.138,337
31342_20140103,31342,03-01-2014,0,2,38,2.705,670
30540_20140103,30540,03-01-2014,0,3,38,2.912,375
29999_20140103,29999,03-01-2014,0,3,67,7.237,106
30068_20140103,30068,03-01-2014,0,2,195,0.758,313
30541_20140103,30541,03-01-2014,0,4,195,0.916,32
30602_20140103,30602,03-01-2014,0,2,277,0.989,261
30622_20140103,30622,03-01-2014,0,3,277,1.443,70
30825_20140103,30825,03-01-2014,0,3,291,4.684,63
31012_20140103,31012,03-01-2014,0,5,307,0.78,72
31062_20140103,31062,03-01-2014,0,1,307,5.13,2
29841_20140103,29841,03-01-2014,0,2,307,0.715,173
30903_20140103,30903,03-01-2014,0,3,307,1.115,50
31308_20140103,31308,03-01-2014,0,4,307,0.777,27
31288_20140103,31288,03-01-2014,0,5,80,0.194,18
30317_20140103,30317,03-01-2014,0,2,80,0.229,228
31193_20140103,31193,03-01-2014,0,4,80,0.272,72
30531_20140103,30531,03-01-2014,0,2,83,0.034,242
30933_20140103,30933,03-01-2014,0,3,83,0.046,425
30111_20140103,30111,03-01-2014,0,5,345,0.041,243
30835_20140103,30835,03-01-2014,0,1,345,0.532,14
30108_20140103,30108,03-01-2014,0,2,345,0.036,282
30995_20140103,30995,03-01-2014,0,3,345,0.054,340
31285_20140103,31285,03-01-2014,0,4,345,0.041,50
30093_20140103,30093,03-01-2014,0,3,23,5.868,312
29967_20140103,29967,03-01-2014,0,3,116,10.472,37
31047_20140103,31047,03-01-2014,0,3,151,6.449,33
30345_20140103,30345,03-01-2014,0,1,207,9.724,230
30190_20140103,30190,03-01-2014,0,2,267,5.22,56
29732_20140103,29732,03-01-2014,0,3,267,7.503,31
30429_20140103,30429,03-01-2014,0,4,267,5.324,10
30148_20140103,30148,03-01-2014,0,2,294,13.7,116
31367_20140103,31367,03-01-2014,0,5,307,1.239,52
30280_20140103,30280,03-01-2014,0,1,307,4.417,4
30679_20140103,30679,03-01-2014,0,2,307,1.131,255
29991_20140103,29991,03-01-2014,0,3,307,1.791,69
29988_20140103,29988,03-01-2014,0,4,307,1.335,31
29917_20140103,29917,03-01-2014,0,3,332,3.681,13
30653_20140103,30653,03-01-2014,0,,0,2.652,946
29955_20140103,29955,03-01-2014,0,,0,0.037,7287
30485_20140103,30485,03-01-2014,0,1,148,5.127,79
29826_20140103,29826,03-01-2014,0,5,226,0.695,140
30223_20140103,30223,03-01-2014,0,2,226,0.569,428
30890_20140103,30890,03-01-2014,0,5,385,1.981,12
30035_20140103,30035,03-01-2014,0,1,385,2.461,33
30386_20140103,30386,03-01-2014,0,3,385,1.919,82
30783_20140103,30783,03-01-2014,0,4,385,2.001,4
30491_20140103,30491,03-01-2014,0,2,31,0.08,542
29863_20140103,29863,03-01-2014,0,1,77,1.346,20
30481_20140103,30481,03-01-2014,0,2,77,0.74,17
30499_20140103,30499,03-01-2014,0,3,77,0.887,38
30572_20140103,30572,03-01-2014,0,1,79,0.516,5
30815_20140103,30815,03-01-2014,0,2,79,0.036,1250
30628_20140103,30628,03-01-2014,0,3,79,0.045,148
29819_20140103,29819,03-01-2014,0,4,79,0.034,39
30233_20140103,30233,03-01-2014,0,5,83,0.044,96
31302_20140103,31302,03-01-2014,0,1,83,0.845,11
31272_20140103,31272,03-01-2014,0,2,83,0.039,520
30216_20140103,30216,03-01-2014,0,3,83,0.05,150
30692_20140103,30692,03-01-2014,0,4,83,0.039,288
31004_20140103,31004,03-01-2014,0,2,104,1.569,11
31339_20140103,31339,03-01-2014,0,1,169,0.515,228
30053_20140103,30053,03-01-2014,0,5,339,0.174,30
30924_20140103,30924,03-01-2014,0,5,79,0.039,216
29896_20140103,29896,03-01-2014,0,2,84,0.05,420
30119_20140103,30119,03-01-2014,0,5,92,0.086,29
30719_20140103,30719,03-01-2014,0,2,92,0.094,300
29849_20140103,29849,03-01-2014,0,4,92,0.343,34
30887_20140103,30887,03-01-2014,0,1,278,2.101,133
30606_20140103,30606,03-01-2014,0,2,278,1.161,143
30241_20140103,30241,03-01-2014,0,3,278,1.434,149
31358_20140103,31358,03-01-2014,0,5,338,0.699,6
30335_20140103,30335,03-01-2014,0,2,355,0.643,110
30504_20140103,30504,03-01-2014,0,3,355,0.918,25
30689_20140103,30689,03-01-2014,0,2,83,0.032,256
30613_20140103,30613,03-01-2014,0,3,83,0.038,78
31266_20140103,31266,03-01-2014,0,5,134,0.03,42
31170_20140103,31170,03-01-2014,0,1,134,0.428,6
30520_20140103,30520,03-01-2014,0,2,134,0.034,530
31115_20140103,31115,03-01-2014,0,3,134,0.053,166
30253_20140103,30253,03-01-2014,0,4,134,0.03,68
30997_20140103,30997,03-01-2014,0,2,192,0.05,402
31139_20140103,31139,03-01-2014,0,3,192,0.061,276
30748_20140103,30748,03-01-2014,0,1,237,0.223,187
30150_20140103,30150,03-01-2014,0,2,237,0.172,335
29855_20140103,29855,03-01-2014,0,2,250,0.1,416
30517_20140103,30517,03-01-2014,0,3,250,0.216,47
30735_20140103,30735,03-01-2014,0,4,250,0.094,22
31212_20140103,31212,03-01-2014,0,1,327,0.903,30
30660_20140103,30660,03-01-2014,0,3,327,0.785,74
29820_20140103,29820,03-01-2014,0,2,10,0.084,82
31307_20140103,31307,03-01-2014,0,1,22,0.201,294
30669_20140103,30669,03-01-2014,0,3,22,0.184,301
30095_20140103,30095,03-01-2014,0,2,103,0.071,1104
31210_20140103,31210,03-01-2014,0,5,105,0.032,42
30438_20140103,30438,03-01-2014,0,4,105,0.034,18
30682_20140103,30682,03-01-2014,0,5,194,0.036,67
30938_20140103,30938,03-01-2014,0,1,194,0.236,2
30174_20140103,30174,03-01-2014,0,2,194,0.032,558
31061_20140103,31061,03-01-2014,0,3,194,0.039,72
30361_20140103,30361,03-01-2014,0,4,194,0.035,60
29771_20140103,29771,03-01-2014,0,5,269,0.03,132
30837_20140103,30837,03-01-2014,0,3,269,0.039,252
30248_20140103,30248,03-01-2014,0,4,269,0.03,93
31054_20140103,31054,03-01-2014,0,2,307,0.032,209
29768_20140103,29768,03-01-2014,0,1,388,0.115,56
29926_20140103,29926,03-01-2014,0,2,388,0.07,122
29927_20140103,29927,03-01-2014,0,3,388,0.072,14
30194_20140103,30194,03-01-2014,0,4,388,0.105,4
30138_20140103,30138,03-01-2014,0,2,248,0.476,321
31153_20140103,31153,03-01-2014,0,1,308,0.203,3
30867_20140103,30867,03-01-2014,0,2,308,0.038,1012
30930_20140103,30930,03-01-2014,0,3,308,0.045,106
30309_20140103,30309,03-01-2014,0,3,314,0.234,154
30299_20140103,30299,03-01-2014,0,2,324,0.074,533
30493_20140103,30493,03-01-2014,0,5,388,0.078,28
30181_20140103,30181,03-01-2014,0,1,388,0.142,44
30762_20140103,30762,03-01-2014,0,2,388,0.095,186
30747_20140103,30747,03-01-2014,0,3,388,0.091,52
30364_20140103,30364,03-01-2014,0,4,388,0.097,6
29948_20140103,29948,03-01-2014,0,3,48,6.878,14
30219_20140103,30219,03-01-2014,0,1,61,5.183,70
31100_20140103,31100,03-01-2014,0,3,61,4.362,88
31303_20140103,31303,03-01-2014,0,1,113,1.257,623
30401_20140103,30401,03-01-2014,0,5,144,0.062,7
31171_20140103,31171,03-01-2014,0,1,144,0.129,66
29972_20140103,29972,03-01-2014,0,4,144,0.054,6
31356_20140103,31356,03-01-2014,0,2,193,0.03,385
30455_20140103,30455,03-01-2014,0,1,35,0.549,667
31347_20140103,31347,03-01-2014,0,2,35,0.405,227
29920_20140103,29920,03-01-2014,0,3,35,0.428,752
30657_20140103,30657,03-01-2014,0,2,46,0.412,187
31011_20140103,31011,03-01-2014,0,3,46,0.864,89
29810_20140103,29810,03-01-2014,0,4,46,0.491,112
30691_20140103,30691,03-01-2014,0,3,52,0.764,2007
30230_20140103,30230,03-01-2014,0,2,160,5.125,75
30537_20140103,30537,03-01-2014,0,3,160,5.938,66
30502_20140103,30502,03-01-2014,0,5,239,4.493,28
30877_20140103,30877,03-01-2014,0,1,239,24.362,9
30530_20140103,30530,03-01-2014,0,2,239,4.919,158
30324_20140103,30324,03-01-2014,0,3,239,11.5,24
30433_20140103,30433,03-01-2014,0,4,239,5.191,10
30712_20140103,30712,03-01-2014,0,5,388,0.724,14
30577_20140103,30577,03-01-2014,0,1,388,1.809,31
30292_20140103,30292,03-01-2014,0,2,388,0.734,58
31282_20140103,31282,03-01-2014,0,3,388,1.204,41
31008_20140103,31008,03-01-2014,0,5,17,29.429,37
31114_20140103,31114,03-01-2014,0,5,105,0.232,35
30434_20140103,30434,03-01-2014,0,1,105,7.515,2
30252_20140103,30252,03-01-2014,0,2,105,0.264,194
30697_20140103,30697,03-01-2014,0,4,105,0.388,28
30240_20140103,30240,03-01-2014,0,2,124,0.1,944
30247_20140103,30247,03-01-2014,0,3,124,0.123,329
30293_20140103,30293,03-01-2014,0,3,196,0.487,198
29667_20140103,29667,03-01-2014,0,2,221,1.155,29
31093_20140103,31093,03-01-2014,0,2,367,0.2,209
30290_20140103,30290,03-01-2014,0,3,367,0.4,81
31149_20140103,31149,03-01-2014,0,2,381,0.323,168
30664_20140103,30664,03-01-2014,0,3,381,1.843,83
30246_20140103,30246,03-01-2014,0,4,381,0.402,87
30298_20140103,30298,03-01-2014,0,1,410,11.735,45
30088_20140103,30088,03-01-2014,0,3,6,0.19,30
30776_20140103,30776,03-01-2014,0,3,61,0.181,92
31352_20140103,31352,03-01-2014,0,5,257,0.076,17
30156_20140103,30156,03-01-2014,0,3,257,0.1,37
30545_20140103,30545,03-01-2014,0,4,257,0.057,32
